Date,Time,Test_ID,Experimental,Pressure,dac_bits,mass,slide,time
2025-01-24,21:49:01:131,1,0.0055,6.366176872644418,744.1501852139553,0.424,0.0058,311.4031
2025-01-24,21:49:01:349,1,0.0055,6.46465432408233,753.4956953554132,0.424,0.0073,311.6039
2025-01-24,21:49:01:532,1,0.0055,6.567563611364409,763.2617867184824,0.424,0.0089,311.8033
2025-01-24,21:49:01:726,1,0.0056,6.6726373015097895,773.233279913279,0.424,0.0105,312.0021
2025-01-24,21:49:01:928,1,0.0056,6.777745051198171,783.2080053587065,0.424,0.0122,312.201
2025-01-24,21:49:02:130,1,0.0057,6.881884131264886,793.0908040570378,0.424,0.0138,312.403
2025-01-24,21:49:02:328,1,0.0072,6.978826916461262,802.2906743721738,0.424,0.0153,312.6011
2025-01-24,21:49:02:533,1,0.01,7.0692935228392315,810.8759553174431,0.424,0.0167,312.8013
2025-01-24,21:49:02:727,1,0.012,7.150743676150277,818.6055748666614,0.424,0.0179,313.0037
2025-01-24,21:49:02:926,1,0.0134,7.218804374356045,825.0645351263887,0.424,0.019,313.2018
2025-01-24,21:49:03:131,1,0.0144,7.274593905784939,830.3589616589908,0.424,0.0199,313.4039
2025-01-24,21:49:03:340,1,0.0153,7.314718074789018,834.1667452974779,0.424,0.0205,313.603
2025-01-24,21:49:03:525,1,0.0162,7.33905361826029,836.4761883729016,0.424,0.0209,313.8008
2025-01-24,21:49:03:732,1,0.0162,7.347297649548536,837.2585469421562,0.424,0.021,314.005
2025-01-24,21:49:03:929,1,0.0162,7.338902783141302,731.9857393887694,0.424,0.0209,314.201
2025-01-24,21:49:04:138,1,0.0162,7.313779410002852,729.6442410122659,0.424,0.0205,314.4027
2025-01-24,21:49:04:330,1,0.0161,7.27294891095234,725.8388385007581,0.424,0.0198,314.6029
2025-01-24,21:49:04:526,1,0.0161,7.217618372412405,720.6820323088361,0.424,0.019,314.802
2025-01-24,21:49:04:731,1,0.0161,7.148793767313705,714.2675791136373,0.424,0.0179,315.0015
2025-01-24,21:49:04:946,1,0.0161,7.0670755978369355,706.6514457184024,0.424,0.0166,315.2039
2025-01-24,21:49:05:129,1,0.0161,6.977148267556418,698.2702185362581,0.424,0.0152,315.4025
2025-01-24,21:49:05:329,1,0.0161,6.879573353460848,689.176236542551,0.424,0.0137,315.6015
2025-01-24,21:49:05:529,1,0.0161,6.7764041594280435,679.5608676586937,0.424,0.0121,315.8016
2025-01-24,21:49:05:731,1,0.0157,6.669485577370329,669.5960558109147,0.424,0.0105,316.0038
2025-01-24,21:49:05:928,1,0.015,6.5652751344516185,659.8836425308908,0.424,0.0088,316.201
2025-01-24,21:49:06:129,1,0.0143,6.4619011776900805,650.2491897607156,0.424,0.0072,316.4016
2025-01-24,21:49:06:329,1,0.013,6.364231342891947,641.1463611575294,0.424,0.0057,316.601
2025-01-24,21:49:06:529,1,0.011,6.27385450773802,632.7232401211835,0.424,0.0043,316.801
2025-01-24,21:49:06:732,1,0.009,6.192782780277916,625.1673551219018,0.424,0.0031,317.0023
2025-01-24,21:49:06:925,1,0.0079,6.124391663958001,618.7933030808857,0.424,0.002,317.2013
2025-01-24,21:49:07:129,1,0.0072,6.068924360134103,613.6237503644984,0.424,0.0011,317.4019
2025-01-24,21:49:07:347,1,0.0062,6.028496671945434,609.8558898253144,0.424,0.0005,317.6019
2025-01-24,21:49:07:528,1,0.0057,6.003727996509636,607.5474492746981,0.424,0.0001,317.804
2025-01-24,21:49:07:731,1,0.0054,5.99573521584712,606.8025221169516,0.424,0.0,318.0029
2025-01-24,21:49:07:925,1,0.0053,6.0041571386419825,709.7945124571241,0.424,0.0001,318.2012
2025-01-24,21:49:08:129,1,0.0051,6.029422264354619,712.1921728872534,0.424,0.0005,318.4037
2025-01-24,21:49:08:332,1,0.0051,6.069648693081838,716.0096609734665,0.424,0.0011,318.6011
2025-01-24,21:49:08:530,1,0.0051,6.1255793688787925,721.3174821065975,0.424,0.002,318.8025
2025-01-24,21:49:08:731,1,0.0051,6.194210199506085,727.8305479331275,0.424,0.0031,319.0014
2025-01-24,21:49:08:933,1,0.0051,6.275530764365441,735.5478695382803,0.424,0.0043,319.2029
2025-01-24,21:49:09:137,1,0.0051,6.366436049547795,744.1747811020858,0.424,0.0058,319.4036
2025-01-24,21:49:09:327,1,0.0051,6.464439830055599,753.4753398722763,0.424,0.0073,319.6035
2025-01-24,21:49:09:531,1,0.0052,6.567962594582373,763.2996502258673,0.424,0.0089,319.8041
2025-01-24,21:49:09:751,1,0.0052,6.672886666021018,773.2569446053947,0.424,0.0105,320.0026
2025-01-24,21:49:09:935,1,0.0056,6.78168582141706,783.581984452479,0.424,0.0122,320.2085
2025-01-24,21:49:10:130,1,0.0069,6.881483931634674,793.0528251121306,0.424,0.0138,320.4023
2025-01-24,21:49:10:330,1,0.0087,6.979829240155172,802.3857948907258,0.424,0.0153,320.6032
2025-01-24,21:49:10:531,1,0.0108,7.070327878722388,810.9741156907546,0.424,0.0167,320.8037
2025-01-24,21:49:10:730,1,0.0122,7.15027941214157,818.561516212235,0.424,0.0179,321.0024
2025-01-24,21:49:10:948,1,0.0135,7.218799508707047,825.0640733762988,0.424,0.019,321.2018
2025-01-24,21:49:11:131,1,0.0147,7.274478346621201,830.3479950943521,0.424,0.0199,321.4034
2025-01-24,21:49:11:330,1,0.0154,7.314490605698286,834.1451584807675,0.424,0.0205,321.6016
2025-01-24,21:49:11:529,1,0.0156,7.339199587730277,836.4900408756033,0.424,0.0209,321.8026
2025-01-24,21:49:11:732,1,0.0156,7.347298865960783,837.2586623796784,0.424,0.021,322.0043
2025-01-24,21:49:11:933,1,0.0156,7.338832636701559,731.9792017405854,0.424,0.0209,322.2018
2025-01-24,21:49:12:145,1,0.0156,7.313820768019347,729.6480955794032,0.424,0.0205,322.4025
2025-01-24,21:49:12:328,1,0.0156,7.273328431574306,725.8742098227253,0.424,0.0199,322.6013
